postID,theDate,thread,hasword,prompt,wordz,post
82246,1410219745,3,0,Fall: Week 1,,"T, I am guessing your balloons are mylar foil and dont leak so much. I went cheap.   So here is the next thought and it came from my 14 yr old son last night as he looked at the red balloon sitting on the living room floor:   Dad, if the balloon has no more helium in it then what is in it because it is still blown up pretty big?     Wow, didnt think of that.  Matt then suggested that we test it by breathing it in to see if it there was any helium in it.   Mom said that was  a bad idea an that he shouldnt do it.  So I did the Isaac Newton thing and did it for him.  Result- no helium voice. I think the balloon store has figured out the minimum helium mixture to keep the average balloon aloft until the party is over.  Then you are just left with a mixture of stale retail space air.  I am thinking the weather balloon guys get their helium from the Navy or Airforce and probably get a better mixture or pure He.   Who knew?
"
82336,1410224056,8,0,Fall: Week 1,,"For a science experiment, one of my students once burned a match in an upside down beaker until it went out (ran out of oxygen to support burning). He then tried the same experiment with an upside down beaker that he had emptied helium into. The results were amazing. The match went out immediately and the smoke was sort of suspended in the air in blobs. It didnt completely fill the jar like when there was air in the jar. It was a really fun experiment and created a whole host of questions for the student beyond the starting question.
"
82341,1410224213,1,1,Fall: Week 1,...will result in a lower pressure inside of the balloon as...,"I would be interested to see how this works. As the balloon rises, the temperature decreases, which will cause the molecules inside of the balloon to decrease which will result in a lower pressure inside of the balloon as well.
"
82345,1410224451,5,0,Fall: Week 1,,"The string idea came from the idea that as the balloon slowly loses helium it will eventually fall. The question is, is there a point where the densities of the air and balloon are so close that the (small) amount of tension in a dangling string will be enough to hold the balloon up? Then if you cut the string would the balloon rise again because of the reduction in weight, or would it balance once again on an even shorter string?
"
82688,1410294760,9,0,Fall: Week 1,,"I recall our discussion on equilibrium during our meetings back in August. I believe that this equilibrium is achieved because there are fewer air molecules as we ascend higher into the troposphere and stratosphere. If gravity pulls the heavier air down toward Earth while allowing the lighter gas in the balloon to ascend above it, then the balloon will float up into the air. Earth science is not my specialty, and as such, I honestly do not know why air is thinner higher in the atmosphere. However, I would have to imagine that the balloon will eventually reach a point where the &ldquo;heaviness&rdquo; of the gas inside of it matches the &ldquo;heaviness&rdquo; of atmospheric gases at a specific altitude.

 

On a related note, I&rsquo;m still wrapped up thinking about Felix Baumgartner&rsquo;s weather balloon that he did his high altitude jump from a couple of years back, which I posted about in a previous thread. I&rsquo;ll try to post a picture of the balloon, but it almost appears to be compressed and elongated as it reaches the point of equilibrium that I feel we are describing.

 
"
82782,1410304756,10,0,Fall: Week 1,,"There has to be some type of balance between the air outside the balloon and the air inside the balloon that makes it stop.  Not being much of a scientist this somehow makes sense to me.  Something in the air as the balloon rises must equal itself out to make the balloon slow down in rising and just balance itself out.  

The only question I could poise is why doesnt the balloon burst as it rises in the atmosphere?  
"
82901,1410357341,11,1,Fall: Week 1,...to this action it creates pressure and the balloon will rise....,"&lt;u&gt;The science behind this idea.&lt;/u&gt;

The idea that when particles are heated it causes them to move at a faster rate and spread out. Due to this action it creates pressure and the balloon will rise. The particles within the balloon are pushing on it keeping it inflated. The rising balloon will continue to move until it finds equal pressure. 
"
83131,1410381156,12,0,Fall: Week 1,,"typing this to get access as I have already posted
"
83752,1410484024,13,0,Fall: Week 1,,"Where is Pauls video?
"
84190,1410632333,14,0,Fall: Week 1,,"Here is my tardy attempt (my earlier attempt seems to be lost in cyber space).

 

I like to think of the helium ballon positioning itself in a column of air like liquids of various densities would position themselves.  Assuming equal volume, the heavier liquids will layer below the lighter liquids.  The heavier liquids experience a greater pulling force by gravity.

When comparing the helium balloon with an equeal volume of air, the helium balloon is lighter and will rise above the heavier air until it reaches a point of equilibrium.  Once it reaches this point of equilibrium, it will no longer rise and actually start falling back to the surface of the earth as helium slowly escapes.
"
82776,1410304384,1,0,Fall: Week 2,,"Does the string hold the balloon up like a post or does it help keep the balloon on the ground?  I think they are both right.  There is evidence from Pauls video supporting this.

In the braking car with the helium balloon the balloon and the air surrounding the balloon would behave the same way as our earlier discussion, except the primary force would no longer be gravity, it would be the braking of the car.
"
82831,1410310067,2,0,Fall: Week 2,,"I have yet to replicate Paul&rsquo;s experiment (awesome work with that, by the way!), but based on what I saw in Paul&rsquo;s video, I would conclude that the string primarily acts in weighing the balloon down. I found it interesting that the tendency of the balloon to rise or fall was very dependent on the amount of string that was cut. I&rsquo;m thinking that the balloon wants to rise due its contents being less dense than the surrounding air, and that the larger segment of cut string creates a significant imbalance in what I might call the &ldquo;pseudo-equilibrium&rdquo; (I think Paul demonstrated that a &lt;em&gt;true&lt;/em&gt; equilibrium doesn&rsquo;t seem to exist given our atmospheric variances), that the balloon had established. As that sort of equilibrium is broken when the string is cut, the balloon will rise due to the sudden and rather drastic change in weight that is pulling it down. However, after the immediate and drastic effect of the string being cut subsides, the remaining string still has a tendency to pull the balloon down.

 

I&rsquo;m now realizing that I have some inconsistencies in my thinking as I previously posted in agreement that heavier stuff displaces lighter stuff and now I am saying that the &ldquo;balloon wants to rise&hellip;&rdquo;

 
"
82832,1410310294,1,0,Fall: Week 2,,"Good point Greg, you do in fact see the string perform both functions in Pauls video.

In terms of the braking car, I agree that we should expect the same outcome, only in a horizontal direction rather than vertical. The only thing Im wondering in this particular example is how inertia factors into things. The car is coming to a very sudden stop, so is it simply the tendency of the balloons to resist a change in motion that forces them to the back of the car? 
"
83618,1410469605,3,0,Fall: Week 2,,"typing this to gain access as I have already posted
"
83619,1410470160,2,0,Fall: Week 2,,"Glad I read your post Chris...it definitely added something to my thinking I hadnt considered...the string on the floor might not be acting like a post but instead the floor takes some of the weight of the balloon and string system which causes the pseudo-equilibrium...with the floor taking just enough weight from the balloon and string system leaving the balloon still trying to pull away from floor but not light enough for lift off
"
83758,1410485332,4,0,Fall: Week 2,,"Question 1: Many of the people in my department cant find Pauls video (including myself) so I am going to try to answer this question without it and hope that this works. I believe that the string holds the balloon upright because the string does not have enough weight to actually hold the balloon down. Maybe if the rock was tied to a string I would have changed my answer to this question. But if memory serves me right during the PD this summer Paul said that the string is helping keep the balloon upright because it displaces some of the air. Well this got me thinking to with the idea of floating on water, but why do things that float in water not float in air? Does this have the same concept as the balloon and the string idea? Since water keeps us buoyant then that must mean the string keeps the balloon upright (aka buoyant). To test the theory about a helium balloon staying at a height off the floor it is impossible to get it to stay a certain height unless it is tied down with a string or after a three days it began to lose its helium (my guess is the helium seeped through the balloon and air entered into its place to reach equilibrium) it would not stay off the ground unless a string was attached and it was actually holding it up. Therefore I guess I have to go back to what I wrote before and conclude that indeed the balloon is held up by the string (but I also think other forces are acting on it that I cannot explain well enough). All in all The helium balloon displaces an amount of air (just like a empty bottle displaces an amount of water in a swimming pool). As long as the weight of the helium plus the balloon fabric (plastic?) is lighter than the air it displaces, the balloon will float in the air. 

Question 2:

Well when I read the question about putting a helium balloon in a car and breaking the first thought that came to my mind was the theory of inertia which states an object in motion will stay in motion/object at rest will stay at rest unless a force acts upon it. Well if you have a helium balloon floating in the car which is accelerating my guess is that when the car stops the balloon would move forward until it reached equilibrium and then swing back like a person would. I do not think it has anything to do with air flying forward pushing the helium balloon to the back of the car. The balloon doesnt know and doesnt care if the acceleration is from gravity or from the acceleration of the car. It just tries to move in the direction it naturally moves, namely, against the direction of the acceleration. Thus, it moves forwards when you accelerate (that is what I think). Plus - remember the car is an enclosed capsule which might have something to do with why it goes forward.
"
84152,1410567009,5,1,Fall: Week 2,,"I think that the string does add mass to the balloon and is part of what adds to the balloon moving down. This makes sense, because when you cut the string it changes the mass and the balloon&rsquo;s position changes. This is due to the change in the overall mass of the object (the balloon). When Paul cut too much of the string, he changed the mass enough that its overall mass was less and this caused the balloon to move upward until it met an equilibrium.

The balloon traveling in the car is moving just like the car is moving. When the car brakes, the balloon is still in motion and will keep moving.  Just like coffee in a Dunkin Donuts cup would keep moving, thus the invention of the plastic lid! Something else that needs to be considered is we are looking at air that is in a contained space versus an open area. Is the movement of the air is it the same under both conditions. There are many factors to think about like temperature, pressure, etc. that could make a difference in the behavior of the balloon.
"
84153,1410568374,6,0,Fall: Week 2,,"I am now very interested in the balloon in the stopping car, question #2.    And in my minds eye I am seeing this balloon move in an apparent backwards direction as the heavier (denser) air continues forward in the compartment creating a sideways displacement.  In other words, just like with gravity the heavier fluid will push the lighter balloon out of the way.    This is an easy one to test... looking forward to someone doing it-  I would tie it to the seat first.   I might do it myself, the more I think about it.   Is experimenting and driving illegal in Mass?
"
84154,1410568561,4,0,Fall: Week 2,,"Amy I am on the same page with you in the car demo.    Speed up: balloon move forward, break hard and the balloon moves back.  Displaced by the more massive material (air).
"
84155,1410568813,5,0,Fall: Week 2,,"Becky, I disagree in that the helium that is in the balloon is much less dense than the coffee.  The coffee sloshes forward because it is not being displaced.  The helium is being displaced by heavier air.
"
84176,1410622510,5,0,Fall: Week 2,,"Good point. I didnt think of that. I still think that the balloon will move forward perhaps not to the degree that maybe a coffee or another object would. The balloon is still in motion like the car. Maybe the amount of movement is not significant. I am going to try this out. 
"
84197,1410635546,7,0,Fall: Week 2,,"As I said in my first response, I still beleive it is simply camparing mass for equal volumes.  When Paul cut the string and changed the overall mass of the whole system, then the ballon rose up a bit (essentially the same volume but slightly lighter).

 

Pauls thinking, questioning, and testing were absolutely brilliant.  I am not sure I would use the word inconclusive because there are some definete variables that would be very difficult to control.  Air currents and other disturbances in the house cannot be controled/stopped.  It would be interesting to see just how far away (another room) a disturbance would effect the ballons ability to position itself.

 

Wow - the idea of taking a vertical collumn and turning it horizontal is very interesting.  I would approach this idea by utilizing an empty 18 wheeler.  I would position two helium baloons so one is floating directily above the other balloon.  I would drive at 60 mph and hit the breaks.  If the theory (the heavier object travels further) holds true, the balloon floating at a lower position should move further forward.  If I had an 18 wheeler and great background music like Paul (just busting you Paul), I would video take my theory.
"
84202,1410636775,5,0,Fall: Week 2,,"Paul - all objects have inertia.  Beckys coffee sloshes because it reacts to changes in the cars motion and the changes are very visible.  If we compare the air in the car and the balloon, yes there is displacement due to heavier objects filling in below lighter objects.  Both objects will still react to changes in the motion of the car.  Both objects will move forward until they reach the same speed as the moving vehicle.  If I had to predict, my guess is the heavier object would move further forward than the lighter object because it has more intertia.
"
84290,1410695223,8,1,Fall: Week 2,...when a car accelerates the pressure in the back of the...,"I believe that when you break the ballon would fall to the back.  I think when a car accelerates the pressure in the back of the car increases and that is why a ballon will float to the front.  If this is accurate that when you brake the air pressure will move to the front of the car and it will push the ballon back.  As long as the air is heavier in one section of the car the ballon will go in the opposite direction, just like it float in the opposite direction of the air outside of the car.  It is the same principle of buoyancy.
"
84291,1410695223,9,1,Fall: Week 2,...when a car accelerates the pressure in the back of the...,"I believe that when you break the ballon would fall to the back.  I think when a car accelerates the pressure in the back of the car increases and that is why a ballon will float to the front.  If this is accurate that when you brake the air pressure will move to the front of the car and it will push the ballon back.  As long as the air is heavier in one section of the car the ballon will go in the opposite direction, just like it float in the opposite direction of the air outside of the car.  It is the same principle of buoyancy.
"
84292,1410695223,10,1,Fall: Week 2,...when a car accelerates the pressure in the back of the...,"I believe that when you break the ballon would fall to the back.  I think when a car accelerates the pressure in the back of the car increases and that is why a ballon will float to the front.  If this is accurate that when you brake the air pressure will move to the front of the car and it will push the ballon back.  As long as the air is heavier in one section of the car the ballon will go in the opposite direction, just like it float in the opposite direction of the air outside of the car.  It is the same principle of buoyancy.
"
84293,1410696335,11,1,Fall: Week 2,...when a car accelerates the pressure in the back of the...,"First, I have no idea why there are so many of my same posts.  Also I need to apologize for my typos. Here is the corrected version:

&lt;strong&gt;I believe, when you brake, the ballon will fall to the back.  I think when a car accelerates the pressure in the back of the car increases, and this is why a ballon will move to the front. The air crowds to the back of the car and pushes the ballon to the front.  If this is accurate, when you brake, the air pressure will move to the front of the car and it will push the ballon to the  back.  As long as the air is heavier in one section of the car the ballon will go in the opposite direction, it is the same principle of buoyancy. I do not think the Law of Buoyancy changes because the ballon is in a closed area.&lt;/strong&gt;

 

In response to the string on the balloon, I do believe the ballon will continue to rise as long as the total mass of the helium, ballon and string is less then the air.  The longer string equals a greater mass, so the buoyancy of the ballon is affected by the mass of the string which affects the overall weight of the total system, since wight and mass are directly proportional.
"
84306,1410703746,12,0,Fall: Week 2,,"I think this is similar the person in the elevator jumping when the elevator drops.  If it drops fast enough, theres a noticeable pause in motion - or is there? Is it the jump? the drop? or a combination of both?  With the balloon, I guess it would appear to move toward the back,but is IT moving or is it the fact that the car is stopping?  People in the car move forward as well (and items in the car) if the braking is hard enough, then when the car settles, most of it goes back to where it was.  If this is the case, then it could explain that the balloon is lighter than most things in the car - or would it eventually move forward if the car could brake for a longer period of time. This was, all of the heavier things would have moved forward first allowing it to finally have its chance to move in the same direction as everything else.
"
84326,1410714913,4,0,Fall: Week 2,,"Wait, Paul, it sounds like you disagree with Amy?
"
84394,1410732560,1,0,Fall: Week 2,,"inertia is definitely a good point to ponder...the inertia or momentum of the balloon i think would be less than that of the surrounding air...so the surrounding air would rush more so toward the front pushing the balloon back the same way a falling object pushes air out of the way as discussed elsewhere on the site.
"
84395,1410732941,5,0,Fall: Week 2,,"agreed..with the more massive substance being the air in the car.  Just as the denser air in the car continually tries to push itself under the helium balloon as it is in constant motion, the denser air will move forward with a greater force if the car brakes causing the helium balloon to be displaced motioning it toward the top of the rear windshield
"
84400,1410733520,13,0,Fall: Week 2,,"I would have to agree with the second argument.  I believe the air would push the balloon backwards because the helium is much lighter than the air pushing it.  I also would want to ad, would the balloon act differently if unattached to a string.  Would that have any effect?
"
84411,1410734692,1,0,Fall: Week 2,,"Hi Chris, I dont quite follow it simply the tendency of the balloons to resist a change in motion that forces them to the back of the car?  Can you say more about that?
"
84430,1410738852,14,0,Fall: Week 2,,"So, I think that the string on the balloon is adding weight and therefore holding it down.  This makes most sense to me because I cannot make sense of a limp ribbon acting as a leg and holding it up. I know that the balloon did sometime appear to fall when the ribbon was cut but I would attribute that to the fact that it was only a small amount of the ribbon that was cut that there is a variation to the air density in the room.  Also, there are air currents so the air is constantly moving and to hard to tell with such a small piece of ribbon cut off... if you cut off enough to alter the mass of the ribbon the balloon would go up.

 

Question 2 - I think that the balloon would go forward in a car that quickly stopped because of momentum...the force would make everything in the car move forward.  Yes, the helium balloon is lighter than the air in the front of the car, however when you consider the force behind that balloon as it stops fast all of a sudden it has more power and can not displace the heavier air in the front of the car.
"
84446,1410741554,15,0,Fall: Week 2,,"Still not able to watch video.
"
84465,1410743567,15,0,Fall: Week 2,,"Karen (and others who are not able to locate the video), hopefully these instructions will help:

1) Please go to Community Forum

2) Click on Week 1

3) Scroll down and look through Pauls posts. You should be able to see the video embedded in one of them.

We hope this helps! But if you are still having difficulty finding the video, please let us know. 
"
84473,1410744711,16,0,Fall: Week 2,,"Got it, When I went back a second time I was able to play it. What I thought was going to happen did. I assumed after the string was cut it would immediately rise higher. Isnt it slightly similar to holding onto to a balloon and then releasing it. Although the string is not as strong a force as you holding it, it does put some resistance on the balloon. I agree that the string gives some resistance and does not hold up the balloon in any way.
"
84484,1410746594,17,0,Fall: Week 2,,"This is a question about physics. When a car is moving, every molecule of every object that is in any way related to the car is moving forward at a certain velocity. When the brakes are applied the vehicle stops. There is a force that starts in the wheels that causes the vehicle to stop (because the wheels are attached to the axle, which is attached to the frame, which is attached to the rest of the car). Everything that is not attached to the car (you, the balloon, etc.) will continue to move forward, due to momentum, until a force stops you. Therefore, it is not the air molecules that blow the balloon forward, but the balloons momentum itself that carries it forward.
"
84491,1410747965,8,1,Fall: Week 2,...what do you mean the pressure in the back of the...,"Tonya, what do you mean the pressure in the back of the car increases?  Also, what do you mean by the air pressure moving to the front of the car when it brakes?  Can you elaborate in simpler terms?

 
"
84493,1410748513,11,1,Fall: Week 2,...what do you mean the pressure in the back of the...,"Tonya, what do you mean the pressure in the back of the car increases?  Also, what do you mean by the air pressure moving to the front of the car when it brakes?  Can you elaborate in simpler terms?

 
"
84494,1410749073,12,0,Fall: Week 2,,"Donna, are you saying that when the car brakes different objects in the car will move forward at different times (is that what you mean by the heavier things would have moved forward first allowing it to finally have its chance to move in the same direction as everything else.?  Can you elaborate?
"
84497,1410750005,17,0,Fall: Week 2,,"So Ryan, in question 2, we posed that if we want to apply the reasoning that the heavier things push lighter things up and out of the way, then one might argue that when we brake, the regular air flies forward, pushing the helium balloon out of the way toward the back.  How would you respond to this argument with the reasoning you are suggesting here?
"
84527,1410753787,7,0,Fall: Week 2,,"David, could you elaborate on why the balloon floating at a lower position would move further forward in the braking 18 wheeler?
"
85439,1410911458,12,0,Fall: Week 2,,"Yes, it seems that when braking, an object (say an empty water bottle on the floor) rolls forward, passengers tend to lean forward, and other objects that have the ability to move freely (like on a leather seat vs. a cloth seat where friction would play a role).  The heavier the object, the sooner it gets going.  Now that Im saying that, it makes sense sometimes, but now that Im saying that, it really doesnt happen that way. I have to play around with it in my car.  Ill videotape it to share when I do it.
"
86617,1411260867,11,1,Fall: Week 2,,"First, I need to apologize for the typos.  I can spell balloon and weight:)  

I dont really know how to explain it.  I just think the air molecules are what is moving around in the car because of the acceleration.   The difference in the air molecules is what I was referring to as the pressure.  When we brake, the air molecules are thinner in the back.
"
86460,1411134062,1,0,Fall: Week 3,,
86547,1411178792,2,0,Fall: Week 3,,"Greg, David and I have joined together to produce a paper about the balloon in the car question (#2). We did the experiment and have recorded it on video.  The balloon followed my prediction and was displaced to the rear of the car.  It was kind of a sideways float.  We also tested the same balloon with a weight on it and the weight clearly pulled the balloon forward, into the denser air at the front of the compartment.  The reasoning for the balloon to move forward contradicts itself in that the description states that heavier stuff with its larger inertia  but also states tries to move against the direction of the acceleration.  Does the balloon have a will that allows it to try?  No.

The argument seems to ignore that fact that air is a mixture of gas with mass and momentum of its own while at the same time giving more inertia to the gas inside of the balloon membrane.

I think the only reason this phenomena  is puzzling is because it is a movement that occurs with a common material in a relatively uncommon situation and it appears to be a contradiction to objects that are heavier than air.
"
86574,1411222745,3,1,Fall: Week 3,"...of the air itself, exerting pressure on the balloon. There is...","&lt;u&gt;Thinking About a Helium Balloon in a Car&lt;/u&gt;

When accelerating forward in a car with a helium balloon, the balloon moves forward. Why? We believe the movement of a helium filled balloon is the result of a difference in the density of the surrounding air. On Earth, the air density is higher the lower you are in the atmosphere due to the weight of the air itself, exerting pressure on the balloon. There is less pressure on the top of the balloon than on the bottom, resulting in an unbalanced force known as the buoyant force. If this buoyant force is greater than the weight of an object, as is the case for a helium filled balloon, the object will rise in the air, moving toward the air with a lower density.

When a car stops suddenly, the air inside the car continues to move forward a little longer than the car itself, due to the tendency of an object to maintain its motion until a force acts upon on it (Newton&rsquo;s Law of Inertia). The air is stopped by the front of the cars windshield and tends to build up in this location. As a result, the air in the front of the car becomes slightly more dense than the air in the back of the car, creating more pressure on the front side of the balloon. This causes the balloon to move toward the rear of the car, where the air is less dense, just as the same balloon released outside will move upward, toward the less dense air. All in all it has to do with the motion of the air in the car. When an object is at rest and then moves forward all of the air rushes to the back of the car and a high pressure area is created in the back of the car.  Since helium is less dense than air it wants to float away from that area and move forward.

Although an object in motion will stay in motion unless acted upon by an outside force, the helium balloon has such a low density compared to the surrounding air that momentum will not allow it to move forward in the car during a sudden stop. The substantial difference in density between air and helium causes the balloon to cease its forward motion very quickly, at which point the more dense air forces the balloon toward the back of the car. In addition to differences in density, the friction that exists between the surrounding air and the outer surface of the balloon will prevent any noticeable forward motion of the balloon as well.

If you consider the idea that the balloon is tied down within the car, the forces that are acting on it must be in balance. The forces being applied to the balloon are the gravity, the tension of the balloon and string, and the buoyant force. As the car is in motion it is moving in relation to the Earth. When the constant rate of motion changes the balloon will counteract that force. The behavior of the balloon is applied at the bottom of the balloon and the balloon will move forward at an angle when the car is decelerating and backward at an angle when the accelerates. The car itself is a vessel of air that as air particles begin to move will bump into each other causing a slight difference in the density of the air within the car. This difference causes the balloon to try to balance those forces creating these observable movements.

A factor that may influence the motion of a balloon inside a car is the tendency of a balloon to make contact with the roof&rsquo;s interior. The balloon is filled with helium and will therefore float toward the roof of the car. The roof of the car will essentially act as a force that exceeds the buoyant force of the balloon, causing the balloon to stop rising. As Paul&rsquo;s video demonstrated, a balloon is unlikely to attain neutral buoyancy even in the relative stagnancy of an enclosed space that is not in motion and does not have any noticeable air circulation. A vehicle in motion provides a much more dynamic environment. As such, it is unlikely the that the balloon will attain neutral buoyancy and suspend in mid-air inside the moving car. Since the balloon is in contact with the roof&rsquo;s interior, any motion that the car makes is likely to affect the motion of the balloon within the car. While subtle motions may not have a significant impact on the motion of the balloon within the car, a drastic change in motion, such braking and coming to a sudden stop, can have an impact on the motion of the balloon.

If the balloon maintains constant contact with the roof&rsquo;s interior during a sudden stop, there is a chance that the balloon will effectively bounce backward along the interior surface of the roof. While inertia and the higher density of the air toward the windshield of the car will prevent the balloon from moving forward, a balloon in contact with the roof&rsquo;s interior might not move backward as dramatically during a sudden stop due to friction between the balloon and the roof&rsquo;s interior. Even though the car is braking suddenly, the car will continue to move forward for a brief period of time before coming to rest. Due to friction between the balloon and the roof of the car, the balloon may continue to be pulled forward to a certain degree before being pushed back by the denser air that has moved toward the windshield of the car.

The balloon behaves much like any other object. Its behavior is due to the imbalance created due to the motion of the air. As particles move, their movements are in response to some change. This change can occur due to temperature, pressure and forces that are acting on each other. As we discovered from thinking about this example in depth, we discovered that like any other phenomena in the world of science  there is much more than meets the eye. As students of science, we are quick to except the simple and most logical answer based on what we know. This obviously has taught us that digging deeper and testing out  a scientific idea is a necessary part of truly beginning to understand an idea.
"
86575,1411222813,4,0,Fall: Week 3,,"Chris, Amy and I worked at length discussing this idea. We collectively wrote down our ideas and they are posted by each of us.
"
86581,1411224574,3,0,Fall: Week 3,,"O.K. so heres an idea (dont get mad at me Becky):  What if you had a car with a wind shield that was not attached so that when you stopped the glass would just flop forward?  I think the balloon would then actually go forward as most of us intuitively first thought.   Can we take your windshield off?  Ill record it.
"
